sensor_id,temperature,timestamp
SENSOR_9,64.74,2026-05-04T21:59:13.704336
SENSOR_3,59.51,2026-05-04T21:59:43.704336
SENSOR_7,83.62,2026-05-04T22:00:13.704336
SENSOR_2,39.09,2026-05-04T22:00:43.704336
SENSOR_7,63.3,2026-05-04T22:01:13.704336
SENSOR_2,89.96,2026-05-04T22:01:43.704336
SENSOR_7,30.32,2026-05-04T22:02:13.704336
SENSOR_4,47.16,2026-05-04T22:02:43.704336
SENSOR_7,31.44,2026-05-04T22:03:13.704336
SENSOR_5,69.29,2026-05-04T22:03:43.704336
SENSOR_9,71.34,2026-05-04T22:04:13.704336
SENSOR_2,30.19,2026-05-04T22:04:43.704336
SENSOR_9,47.96,2026-05-04T22:05:13.704336
SENSOR_7,98.88,2026-05-04T22:05:43.704336
SENSOR_3,94.64,2026-05-04T22:06:13.704336
SENSOR_10,81.76,2026-05-04T22:06:43.704336
SENSOR_1,21.9,2026-05-04T22:07:13.704336
SENSOR_3,77.13,2026-05-04T22:07:43.704336
SENSOR_9,94.64,2026-05-04T22:08:13.704336
SENSOR_9,24.15,2026-05-04T22:08:43.704336
SENSOR_3,85.59,2026-05-04T22:09:13.704336
SENSOR_10,64.8,2026-05-04T22:09:43.704336
SENSOR_2,20.98,2026-05-04T22:10:13.704336
SENSOR_9,83.89,2026-05-04T22:10:43.704336
SENSOR_5,26.3,2026-05-04T22:11:13.704336
SENSOR_3,40.87,2026-05-04T22:11:43.704336
SENSOR_6,87.22,2026-05-04T22:12:13.704336
SENSOR_9,59.22,2026-05-04T22:12:43.704336
SENSOR_10,91.65,2026-05-04T22:13:13.704336
SENSOR_4,77.6,2026-05-04T22:13:43.704336
SENSOR_10,79.21,2026-05-04T22:14:13.704336
SENSOR_3,68.97,2026-05-04T22:14:43.704336
SENSOR_2,22.64,2026-05-04T22:15:13.704336
SENSOR_3,45.05,2026-05-04T22:15:43.704336
SENSOR_2,82.81,2026-05-04T22:16:13.704336
SENSOR_3,92.3,2026-05-04T22:16:43.704336
SENSOR_2,51.76,2026-05-04T22:17:13.704336
SENSOR_3,23.96,2026-05-04T22:17:43.704336
SENSOR_2,37.4,2026-05-04T22:18:13.704336
SENSOR_9,77.57,2026-05-04T22:18:43.704336
SENSOR_4,57.84,2026-05-04T22:19:13.704336
SENSOR_1,41.53,2026-05-04T22:19:43.704336
SENSOR_6,27.24,2026-05-04T22:20:13.704336
SENSOR_5,49.52,2026-05-04T22:20:43.704336
SENSOR_6,20.62,2026-05-04T22:21:13.704336
SENSOR_10,85.93,2026-05-04T22:21:43.704336
SENSOR_5,62.41,2026-05-04T22:22:13.704336
SENSOR_1,88.75,2026-05-04T22:22:43.704336
SENSOR_8,59.0,2026-05-04T22:23:13.704336
SENSOR_10,62.82,2026-05-04T22:23:43.704336
SENSOR_9,55.17,2026-05-04T22:24:13.704336
SENSOR_4,75.35,2026-05-04T22:24:43.704336
SENSOR_3,47.63,2026-05-04T22:25:13.704336
SENSOR_4,33.52,2026-05-04T22:25:43.704336
SENSOR_7,76.19,2026-05-04T22:26:13.704336
SENSOR_2,73.8,2026-05-04T22:26:43.704336
SENSOR_2,60.47,2026-05-04T22:27:13.704336
SENSOR_1,87.08,2026-05-04T22:27:43.704336
SENSOR_1,82.1,2026-05-04T22:28:13.704336
SENSOR_3,86.33,2026-05-04T22:28:43.704336
SENSOR_1,31.56,2026-05-04T22:29:13.704336
SENSOR_8,93.46,2026-05-04T22:29:43.704336
SENSOR_9,71.99,2026-05-04T22:30:13.704336
SENSOR_3,21.49,2026-05-04T22:30:43.704336
SENSOR_4,90.18,2026-05-04T22:31:13.704336
SENSOR_6,94.23,2026-05-04T22:31:43.704336
SENSOR_9,87.56,2026-05-04T22:32:13.704336
SENSOR_9,37.76,2026-05-04T22:32:43.704336
SENSOR_5,85.04,2026-05-04T22:33:13.704336
SENSOR_5,20.62,2026-05-04T22:33:43.704336
SENSOR_8,42.57,2026-05-04T22:34:13.704336
SENSOR_2,41.61,2026-05-04T22:34:43.704336
SENSOR_7,82.93,2026-05-04T22:35:13.704336
SENSOR_8,42.85,2026-05-04T22:35:43.704336
SENSOR_10,68.52,2026-05-04T22:36:13.704336
SENSOR_3,99.41,2026-05-04T22:36:43.704336
SENSOR_5,24.34,2026-05-04T22:37:13.704336
SENSOR_6,49.45,2026-05-04T22:37:43.704336
SENSOR_6,43.52,2026-05-04T22:38:13.704336
SENSOR_8,23.38,2026-05-04T22:38:43.704336
SENSOR_3,89.47,2026-05-04T22:39:13.704336
SENSOR_7,31.36,2026-05-04T22:39:43.704336
SENSOR_3,36.88,2026-05-04T22:40:13.704336
SENSOR_8,90.3,2026-05-04T22:40:43.704336
SENSOR_3,53.15,2026-05-04T22:41:13.704336
SENSOR_5,50.1,2026-05-04T22:41:43.704336
SENSOR_8,71.9,2026-05-04T22:42:13.704336
SENSOR_3,73.22,2026-05-04T22:42:43.704336
SENSOR_1,56.15,2026-05-04T22:43:13.704336
SENSOR_7,35.0,2026-05-04T22:43:43.704336
SENSOR_2,43.97,2026-05-04T22:44:13.704336
SENSOR_5,68.36,2026-05-04T22:44:43.704336
SENSOR_2,33.73,2026-05-04T22:45:13.704336
SENSOR_6,74.41,2026-05-04T22:45:43.704336
SENSOR_9,32.26,2026-05-04T22:46:13.704336
SENSOR_9,42.11,2026-05-04T22:46:43.704336
SENSOR_8,83.17,2026-05-04T22:47:13.704336
SENSOR_6,90.1,2026-05-04T22:47:43.704336
SENSOR_6,37.0,2026-05-04T22:48:13.704336
SENSOR_3,68.79,2026-05-04T22:48:43.704336
SENSOR_3,55.89,2026-05-04T22:49:13.704336
SENSOR_8,97.96,2026-05-04T22:49:43.704336
SENSOR_7,33.0,2026-05-04T22:50:13.704336
SENSOR_5,33.24,2026-05-04T22:50:43.704336
SENSOR_1,73.13,2026-05-04T22:51:13.704336
SENSOR_5,81.27,2026-05-04T22:51:43.704336
SENSOR_8,69.03,2026-05-04T22:52:13.704336
SENSOR_10,45.35,2026-05-04T22:52:43.704336
SENSOR_7,58.32,2026-05-04T22:53:13.704336
SENSOR_4,53.63,2026-05-04T22:53:43.704336
SENSOR_2,35.85,2026-05-04T22:54:13.704336
SENSOR_5,98.66,2026-05-04T22:54:43.704336
SENSOR_3,89.43,2026-05-04T22:55:13.704336
SENSOR_9,40.03,2026-05-04T22:55:43.704336
SENSOR_9,33.94,2026-05-04T22:56:13.704336
SENSOR_10,93.41,2026-05-04T22:56:43.704336
SENSOR_5,69.0,2026-05-04T22:57:13.704336
SENSOR_3,31.8,2026-05-04T22:57:43.704336
SENSOR_1,58.61,2026-05-04T22:58:13.704336
SENSOR_3,97.39,2026-05-04T22:58:43.704336
SENSOR_10,68.87,2026-05-04T22:59:13.704336
SENSOR_5,36.56,2026-05-04T22:59:43.704336
SENSOR_10,90.92,2026-05-04T23:00:13.704336
SENSOR_4,79.94,2026-05-04T23:00:43.704336
SENSOR_10,94.41,2026-05-04T23:01:13.704336
SENSOR_2,50.01,2026-05-04T23:01:43.704336
SENSOR_2,71.71,2026-05-04T23:02:13.704336
SENSOR_8,68.81,2026-05-04T23:02:43.704336
SENSOR_7,92.38,2026-05-04T23:03:13.704336
SENSOR_4,23.37,2026-05-04T23:03:43.704336
SENSOR_1,32.39,2026-05-04T23:04:13.704336
SENSOR_10,24.24,2026-05-04T23:04:43.704336
SENSOR_3,66.05,2026-05-04T23:05:13.704336
SENSOR_9,46.27,2026-05-04T23:05:43.704336
SENSOR_3,55.95,2026-05-04T23:06:13.704336
SENSOR_4,41.61,2026-05-04T23:06:43.704336
SENSOR_2,34.04,2026-05-04T23:07:13.704336
SENSOR_1,76.41,2026-05-04T23:07:43.704336
SENSOR_8,66.96,2026-05-04T23:08:13.704336
SENSOR_2,87.35,2026-05-04T23:08:43.704336
SENSOR_7,76.8,2026-05-04T23:09:13.704336
SENSOR_9,60.24,2026-05-04T23:09:43.704336
SENSOR_8,83.49,2026-05-04T23:10:13.704336
SENSOR_2,32.1,2026-05-04T23:10:43.704336
SENSOR_7,53.46,2026-05-04T23:11:13.704336
SENSOR_6,85.81,2026-05-04T23:11:43.704336
SENSOR_7,65.58,2026-05-04T23:12:13.704336
SENSOR_10,57.44,2026-05-04T23:12:43.704336
SENSOR_10,42.33,2026-05-04T23:13:13.704336
SENSOR_1,85.7,2026-05-04T23:13:43.704336
SENSOR_2,76.97,2026-05-04T23:14:13.704336
SENSOR_9,99.24,2026-05-04T23:14:43.704336
SENSOR_7,41.13,2026-05-04T23:15:13.704336
SENSOR_3,75.51,2026-05-04T23:15:43.704336
SENSOR_4,39.07,2026-05-04T23:16:13.704336
SENSOR_6,59.71,2026-05-04T23:16:43.704336
SENSOR_8,33.56,2026-05-04T23:17:13.704336
SENSOR_5,27.98,2026-05-04T23:17:43.704336
SENSOR_5,84.74,2026-05-04T23:18:13.704336
SENSOR_9,27.64,2026-05-04T23:18:43.704336
SENSOR_4,71.68,2026-05-04T23:19:13.704336
SENSOR_1,68.91,2026-05-04T23:19:43.704336
SENSOR_10,24.65,2026-05-04T23:20:13.704336
SENSOR_7,61.8,2026-05-04T23:20:43.704336
SENSOR_6,43.56,2026-05-04T23:21:13.704336
SENSOR_3,97.12,2026-05-04T23:21:43.704336
SENSOR_9,62.94,2026-05-04T23:22:13.704336
SENSOR_4,52.92,2026-05-04T23:22:43.704336
SENSOR_5,71.32,2026-05-04T23:23:13.704336
SENSOR_3,27.28,2026-05-04T23:23:43.704336
SENSOR_7,88.55,2026-05-04T23:24:13.704336
SENSOR_4,81.52,2026-05-04T23:24:43.704336
SENSOR_5,94.94,2026-05-04T23:25:13.704336
SENSOR_10,60.43,2026-05-04T23:25:43.704336
SENSOR_10,47.13,2026-05-04T23:26:13.704336
SENSOR_10,40.56,2026-05-04T23:26:43.704336
SENSOR_8,36.29,2026-05-04T23:27:13.704336
SENSOR_3,38.08,2026-05-04T23:27:43.704336
SENSOR_10,80.33,2026-05-04T23:28:13.704336
SENSOR_3,65.9,2026-05-04T23:28:43.704336
SENSOR_9,50.38,2026-05-04T23:29:13.704336
SENSOR_10,61.48,2026-05-04T23:29:43.704336
SENSOR_8,99.13,2026-05-04T23:30:13.704336
SENSOR_7,20.34,2026-05-04T23:30:43.704336
SENSOR_4,60.99,2026-05-04T23:31:13.704336
SENSOR_7,61.78,2026-05-04T23:31:43.704336
SENSOR_1,90.43,2026-05-04T23:32:13.704336
SENSOR_6,21.78,2026-05-04T23:32:43.704336
SENSOR_7,50.55,2026-05-04T23:33:13.704336
SENSOR_9,28.22,2026-05-04T23:33:43.704336
SENSOR_10,99.22,2026-05-04T23:34:13.704336
SENSOR_5,60.16,2026-05-04T23:34:43.704336
SENSOR_10,70.2,2026-05-04T23:35:13.704336
SENSOR_9,96.71,2026-05-04T23:35:43.704336
SENSOR_6,51.23,2026-05-04T23:36:13.704336
SENSOR_2,76.31,2026-05-04T23:36:43.704336
SENSOR_4,80.38,2026-05-04T23:37:13.704336
SENSOR_5,26.74,2026-05-04T23:37:43.704336
SENSOR_7,37.42,2026-05-04T23:38:13.704336
SENSOR_3,72.5,2026-05-04T23:38:43.704336
SENSOR_6,30.01,2026-05-04T23:39:13.704336
SENSOR_4,36.63,2026-05-04T23:39:43.704336
SENSOR_10,68.87,2026-05-04T23:40:13.704336
SENSOR_3,96.31,2026-05-04T23:40:43.704336
SENSOR_5,65.08,2026-05-04T23:41:13.704336
SENSOR_4,45.54,2026-05-04T23:41:43.704336
SENSOR_3,60.82,2026-05-04T23:42:13.704336
SENSOR_3,47.82,2026-05-04T23:42:43.704336
SENSOR_6,51.06,2026-05-04T23:43:13.704336
SENSOR_3,51.32,2026-05-04T23:43:43.704336
SENSOR_2,28.48,2026-05-04T23:44:13.704336
SENSOR_10,87.77,2026-05-04T23:44:43.704336
SENSOR_3,53.09,2026-05-04T23:45:13.704336
SENSOR_1,66.6,2026-05-04T23:45:43.704336
SENSOR_3,67.02,2026-05-04T23:46:13.704336
SENSOR_4,62.65,2026-05-04T23:46:43.704336
SENSOR_4,91.7,2026-05-04T23:47:13.704336
SENSOR_7,93.59,2026-05-04T23:47:43.704336
SENSOR_5,91.99,2026-05-04T23:48:13.704336
SENSOR_5,63.18,2026-05-04T23:48:43.704336
SENSOR_9,69.07,2026-05-04T23:49:13.704336
SENSOR_5,42.58,2026-05-04T23:49:43.704336
SENSOR_6,67.82,2026-05-04T23:50:13.704336
SENSOR_2,39.86,2026-05-04T23:50:43.704336
SENSOR_6,35.56,2026-05-04T23:51:13.704336
SENSOR_9,46.22,2026-05-04T23:51:43.704336
SENSOR_3,92.33,2026-05-04T23:52:13.704336
SENSOR_7,70.28,2026-05-04T23:52:43.704336
SENSOR_3,97.59,2026-05-04T23:53:13.704336
SENSOR_6,61.09,2026-05-04T23:53:43.704336
SENSOR_1,68.65,2026-05-04T23:54:13.704336
SENSOR_10,21.27,2026-05-04T23:54:43.704336
SENSOR_1,28.22,2026-05-04T23:55:13.704336
SENSOR_1,93.13,2026-05-04T23:55:43.704336
SENSOR_5,67.47,2026-05-04T23:56:13.704336
SENSOR_9,66.08,2026-05-04T23:56:43.704336
SENSOR_4,23.21,2026-05-04T23:57:13.704336
SENSOR_3,74.88,2026-05-04T23:57:43.704336
SENSOR_3,78.69,2026-05-04T23:58:13.704336
SENSOR_3,47.57,2026-05-04T23:58:43.704336
SENSOR_6,34.28,2026-05-04T23:59:13.704336
SENSOR_3,91.01,2026-05-04T23:59:43.704336
SENSOR_5,85.39,2026-05-05T00:00:13.704336
SENSOR_4,55.41,2026-05-05T00:00:43.704336
SENSOR_9,96.43,2026-05-05T00:01:13.704336
SENSOR_6,23.67,2026-05-05T00:01:43.704336
SENSOR_6,57.88,2026-05-05T00:02:13.704336
SENSOR_5,94.19,2026-05-05T00:02:43.704336
SENSOR_2,31.52,2026-05-05T00:03:13.704336
SENSOR_4,20.66,2026-05-05T00:03:43.704336
SENSOR_1,44.52,2026-05-05T00:04:13.704336
SENSOR_8,87.26,2026-05-05T00:04:43.704336
SENSOR_5,37.9,2026-05-05T00:05:13.704336
SENSOR_2,45.93,2026-05-05T00:05:43.704336
SENSOR_3,94.32,2026-05-05T00:06:13.704336
SENSOR_1,60.68,2026-05-05T00:06:43.704336
SENSOR_7,59.49,2026-05-05T00:07:13.704336
SENSOR_5,34.76,2026-05-05T00:07:43.704336
SENSOR_2,56.16,2026-05-05T00:08:13.704336
SENSOR_7,56.72,2026-05-05T00:08:43.704336
SENSOR_2,99.44,2026-05-05T00:09:13.704336
SENSOR_1,39.7,2026-05-05T00:09:43.704336
SENSOR_4,49.26,2026-05-05T00:10:13.704336
SENSOR_7,25.73,2026-05-05T00:10:43.704336
SENSOR_4,58.57,2026-05-05T00:11:13.704336
SENSOR_9,21.83,2026-05-05T00:11:43.704336
SENSOR_5,21.2,2026-05-05T00:12:13.704336
SENSOR_8,80.37,2026-05-05T00:12:43.704336
SENSOR_3,54.96,2026-05-05T00:13:13.704336
SENSOR_1,69.0,2026-05-05T00:13:43.704336
SENSOR_3,62.75,2026-05-05T00:14:13.704336
SENSOR_5,30.68,2026-05-05T00:14:43.704336
SENSOR_10,98.65,2026-05-05T00:15:13.704336
SENSOR_8,66.92,2026-05-05T00:15:43.704336
SENSOR_8,38.78,2026-05-05T00:16:13.704336
SENSOR_4,28.15,2026-05-05T00:16:43.704336
SENSOR_1,45.1,2026-05-05T00:17:13.704336
SENSOR_4,32.84,2026-05-05T00:17:43.704336
SENSOR_3,28.24,2026-05-05T00:18:13.704336
SENSOR_1,25.05,2026-05-05T00:18:43.704336
SENSOR_10,23.51,2026-05-05T00:19:13.704336
SENSOR_9,29.12,2026-05-05T00:19:43.704336
SENSOR_6,87.09,2026-05-05T00:20:13.704336
SENSOR_2,85.37,2026-05-05T00:20:43.704336
SENSOR_3,84.94,2026-05-05T00:21:13.704336
SENSOR_10,97.24,2026-05-05T00:21:43.704336
SENSOR_1,89.92,2026-05-05T00:22:13.704336
SENSOR_7,80.41,2026-05-05T00:22:43.704336
SENSOR_4,38.77,2026-05-05T00:23:13.704336
SENSOR_6,23.47,2026-05-05T00:23:43.704336
SENSOR_6,66.15,2026-05-05T00:24:13.704336
SENSOR_2,29.99,2026-05-05T00:24:43.704336
SENSOR_4,65.42,2026-05-05T00:25:13.704336
SENSOR_6,74.58,2026-05-05T00:25:43.704336
SENSOR_3,38.91,2026-05-05T00:26:13.704336
SENSOR_4,69.59,2026-05-05T00:26:43.704336
SENSOR_1,38.37,2026-05-05T00:27:13.704336
SENSOR_4,56.63,2026-05-05T00:27:43.704336
SENSOR_5,74.7,2026-05-05T00:28:13.704336
SENSOR_2,39.2,2026-05-05T00:28:43.704336
SENSOR_2,38.34,2026-05-05T00:29:13.704336
SENSOR_9,96.74,2026-05-05T00:29:43.704336
SENSOR_9,41.15,2026-05-05T00:30:13.704336
SENSOR_9,59.22,2026-05-05T00:30:43.704336
SENSOR_8,20.16,2026-05-05T00:31:13.704336
SENSOR_7,20.53,2026-05-05T00:31:43.704336
SENSOR_7,65.98,2026-05-05T00:32:13.704336
SENSOR_9,91.74,2026-05-05T00:32:43.704336
SENSOR_4,47.35,2026-05-05T00:33:13.704336
SENSOR_1,25.8,2026-05-05T00:33:43.704336
SENSOR_3,73.12,2026-05-05T00:34:13.704336
SENSOR_8,57.97,2026-05-05T00:34:43.704336
SENSOR_10,92.09,2026-05-05T00:35:13.704336
SENSOR_3,85.89,2026-05-05T00:35:43.704336
SENSOR_7,71.16,2026-05-05T00:36:13.704336
SENSOR_5,41.11,2026-05-05T00:36:43.704336
SENSOR_1,90.56,2026-05-05T00:37:13.704336
SENSOR_2,43.9,2026-05-05T00:37:43.704336
SENSOR_9,36.33,2026-05-05T00:38:13.704336
SENSOR_4,35.53,2026-05-05T00:38:43.704336
SENSOR_9,61.48,2026-05-05T00:39:13.704336
SENSOR_7,48.55,2026-05-05T00:39:43.704336
SENSOR_8,89.15,2026-05-05T00:40:13.704336
SENSOR_7,58.45,2026-05-05T00:40:43.704336
SENSOR_6,32.53,2026-05-05T00:41:13.704336
SENSOR_4,57.42,2026-05-05T00:41:43.704336
SENSOR_7,71.37,2026-05-05T00:42:13.704336
SENSOR_5,71.4,2026-05-05T00:42:43.704336
SENSOR_1,21.56,2026-05-05T00:43:13.704336
SENSOR_2,41.45,2026-05-05T00:43:43.704336
SENSOR_4,86.12,2026-05-05T00:44:13.704336
SENSOR_3,81.74,2026-05-05T00:44:43.704336
SENSOR_2,63.35,2026-05-05T00:45:13.704336
SENSOR_2,38.54,2026-05-05T00:45:43.704336
SENSOR_6,64.35,2026-05-05T00:46:13.704336
SENSOR_2,53.0,2026-05-05T00:46:43.704336
SENSOR_1,56.68,2026-05-05T00:47:13.704336
SENSOR_3,99.15,2026-05-05T00:47:43.704336
SENSOR_5,63.94,2026-05-05T00:48:13.704336
SENSOR_8,27.28,2026-05-05T00:48:43.704336
SENSOR_9,83.23,2026-05-05T00:49:13.704336
SENSOR_4,30.37,2026-05-05T00:49:43.704336
SENSOR_8,44.76,2026-05-05T00:50:13.704336
SENSOR_2,96.5,2026-05-05T00:50:43.704336
SENSOR_6,59.49,2026-05-05T00:51:13.704336
SENSOR_9,63.01,2026-05-05T00:51:43.704336
SENSOR_9,87.78,2026-05-05T00:52:13.704336
SENSOR_10,73.17,2026-05-05T00:52:43.704336
SENSOR_3,59.34,2026-05-05T00:53:13.704336
SENSOR_5,79.81,2026-05-05T00:53:43.704336
SENSOR_3,41.17,2026-05-05T00:54:13.704336
SENSOR_6,31.23,2026-05-05T00:54:43.704336
SENSOR_5,81.66,2026-05-05T00:55:13.704336
SENSOR_4,54.26,2026-05-05T00:55:43.704336
SENSOR_4,50.89,2026-05-05T00:56:13.704336
SENSOR_7,76.75,2026-05-05T00:56:43.704336
SENSOR_5,97.52,2026-05-05T00:57:13.704336
SENSOR_1,37.99,2026-05-05T00:57:43.704336
SENSOR_4,37.28,2026-05-05T00:58:13.704336
SENSOR_6,61.14,2026-05-05T00:58:43.704336
SENSOR_2,57.09,2026-05-05T00:59:13.704336
SENSOR_10,92.23,2026-05-05T00:59:43.704336
SENSOR_8,79.62,2026-05-05T01:00:13.704336
SENSOR_7,49.15,2026-05-05T01:00:43.704336
SENSOR_7,40.55,2026-05-05T01:01:13.704336
SENSOR_1,38.77,2026-05-05T01:01:43.704336
SENSOR_6,85.39,2026-05-05T01:02:13.704336
SENSOR_4,97.51,2026-05-05T01:02:43.704336
SENSOR_5,93.6,2026-05-05T01:03:13.704336
SENSOR_5,53.96,2026-05-05T01:03:43.704336
SENSOR_7,50.47,2026-05-05T01:04:13.704336
SENSOR_4,25.18,2026-05-05T01:04:43.704336
SENSOR_4,49.73,2026-05-05T01:05:13.704336
SENSOR_8,81.4,2026-05-05T01:05:43.704336
SENSOR_6,25.75,2026-05-05T01:06:13.704336
SENSOR_6,61.4,2026-05-05T01:06:43.704336
SENSOR_1,48.84,2026-05-05T01:07:13.704336
SENSOR_7,20.87,2026-05-05T01:07:43.704336
SENSOR_4,79.55,2026-05-05T01:08:13.704336
SENSOR_5,70.74,2026-05-05T01:08:43.704336
SENSOR_7,82.95,2026-05-05T01:09:13.704336
SENSOR_2,92.25,2026-05-05T01:09:43.704336
SENSOR_5,86.51,2026-05-05T01:10:13.704336
SENSOR_1,37.93,2026-05-05T01:10:43.704336
SENSOR_9,59.31,2026-05-05T01:11:13.704336
SENSOR_2,26.93,2026-05-05T01:11:43.704336
SENSOR_5,99.57,2026-05-05T01:12:13.704336
SENSOR_4,98.18,2026-05-05T01:12:43.704336
SENSOR_4,36.21,2026-05-05T01:13:13.704336
SENSOR_4,87.36,2026-05-05T01:13:43.704336
SENSOR_5,58.02,2026-05-05T01:14:13.704336
SENSOR_10,60.69,2026-05-05T01:14:43.704336
SENSOR_1,63.37,2026-05-05T01:15:13.704336
SENSOR_4,84.39,2026-05-05T01:15:43.704336
SENSOR_9,56.31,2026-05-05T01:16:13.704336
SENSOR_3,91.25,2026-05-05T01:16:43.704336
SENSOR_1,55.66,2026-05-05T01:17:13.704336
SENSOR_7,87.0,2026-05-05T01:17:43.704336
SENSOR_6,79.71,2026-05-05T01:18:13.704336
SENSOR_4,36.88,2026-05-05T01:18:43.704336
SENSOR_7,28.44,2026-05-05T01:19:13.704336
SENSOR_2,91.7,2026-05-05T01:19:43.704336
SENSOR_6,25.44,2026-05-05T01:20:13.704336
SENSOR_6,23.17,2026-05-05T01:20:43.704336
SENSOR_9,94.88,2026-05-05T01:21:13.704336
SENSOR_6,42.59,2026-05-05T01:21:43.704336
SENSOR_3,81.13,2026-05-05T01:22:13.704336
SENSOR_4,82.89,2026-05-05T01:22:43.704336
SENSOR_3,37.97,2026-05-05T01:23:13.704336
SENSOR_1,89.36,2026-05-05T01:23:43.704336
SENSOR_9,22.49,2026-05-05T01:24:13.704336
SENSOR_10,55.92,2026-05-05T01:24:43.704336
SENSOR_2,85.88,2026-05-05T01:25:13.704336
SENSOR_9,86.24,2026-05-05T01:25:43.704336
SENSOR_7,33.4,2026-05-05T01:26:13.704336
SENSOR_2,89.15,2026-05-05T01:26:43.704336
SENSOR_1,70.04,2026-05-05T01:27:13.704336
SENSOR_8,35.95,2026-05-05T01:27:43.704336
SENSOR_3,93.84,2026-05-05T01:28:13.704336
SENSOR_8,25.6,2026-05-05T01:28:43.704336
SENSOR_3,80.79,2026-05-05T01:29:13.704336
SENSOR_1,67.43,2026-05-05T01:29:43.704336
SENSOR_6,84.77,2026-05-05T01:30:13.704336
SENSOR_10,58.77,2026-05-05T01:30:43.704336
SENSOR_1,56.59,2026-05-05T01:31:13.704336
SENSOR_1,72.1,2026-05-05T01:31:43.704336
SENSOR_7,76.81,2026-05-05T01:32:13.704336
SENSOR_4,93.97,2026-05-05T01:32:43.704336
SENSOR_4,33.4,2026-05-05T01:33:13.704336
SENSOR_2,47.16,2026-05-05T01:33:43.704336
SENSOR_7,53.21,2026-05-05T01:34:13.704336
SENSOR_10,21.57,2026-05-05T01:34:43.704336
SENSOR_5,61.85,2026-05-05T01:35:13.704336
SENSOR_3,55.36,2026-05-05T01:35:43.704336
SENSOR_1,47.06,2026-05-05T01:36:13.704336
SENSOR_6,56.31,2026-05-05T01:36:43.704336
SENSOR_4,37.74,2026-05-05T01:37:13.704336
SENSOR_6,96.02,2026-05-05T01:37:43.704336
SENSOR_10,64.93,2026-05-05T01:38:13.704336
SENSOR_10,80.8,2026-05-05T01:38:43.704336
SENSOR_2,70.06,2026-05-05T01:39:13.704336
SENSOR_1,51.53,2026-05-05T01:39:43.704336
SENSOR_8,46.59,2026-05-05T01:40:13.704336
SENSOR_4,67.16,2026-05-05T01:40:43.704336
SENSOR_3,66.96,2026-05-05T01:41:13.704336
SENSOR_1,25.94,2026-05-05T01:41:43.704336
SENSOR_7,71.45,2026-05-05T01:42:13.704336
SENSOR_3,39.36,2026-05-05T01:42:43.704336
SENSOR_10,37.48,2026-05-05T01:43:13.704336
SENSOR_7,63.53,2026-05-05T01:43:43.704336
SENSOR_6,39.78,2026-05-05T01:44:13.704336
SENSOR_7,59.28,2026-05-05T01:44:43.704336
SENSOR_2,70.17,2026-05-05T01:45:13.704336
SENSOR_10,23.47,2026-05-05T01:45:43.704336
SENSOR_3,40.1,2026-05-05T01:46:13.704336
SENSOR_8,68.94,2026-05-05T01:46:43.704336
SENSOR_6,77.24,2026-05-05T01:47:13.704336
SENSOR_8,39.16,2026-05-05T01:47:43.704336
SENSOR_10,35.65,2026-05-05T01:48:13.704336
SENSOR_10,72.16,2026-05-05T01:48:43.704336
SENSOR_5,47.6,2026-05-05T01:49:13.704336
SENSOR_9,92.97,2026-05-05T01:49:43.704336
SENSOR_3,47.11,2026-05-05T01:50:13.704336
SENSOR_3,82.5,2026-05-05T01:50:43.704336
SENSOR_7,68.9,2026-05-05T01:51:13.704336
SENSOR_8,28.39,2026-05-05T01:51:43.704336
SENSOR_8,56.08,2026-05-05T01:52:13.704336
SENSOR_7,47.19,2026-05-05T01:52:43.704336
SENSOR_9,79.48,2026-05-05T01:53:13.704336
SENSOR_2,97.53,2026-05-05T01:53:43.704336
SENSOR_2,66.13,2026-05-05T01:54:13.704336
SENSOR_1,61.99,2026-05-05T01:54:43.704336
SENSOR_9,79.16,2026-05-05T01:55:13.704336
SENSOR_1,70.98,2026-05-05T01:55:43.704336
SENSOR_6,60.19,2026-05-05T01:56:13.704336
SENSOR_1,67.38,2026-05-05T01:56:43.704336
SENSOR_7,90.69,2026-05-05T01:57:13.704336
SENSOR_6,22.36,2026-05-05T01:57:43.704336
SENSOR_4,59.9,2026-05-05T01:58:13.704336
SENSOR_5,31.14,2026-05-05T01:58:43.704336
SENSOR_3,90.98,2026-05-05T01:59:13.704336
SENSOR_4,99.45,2026-05-05T01:59:43.704336
SENSOR_4,33.62,2026-05-05T02:00:13.704336
SENSOR_10,23.31,2026-05-05T02:00:43.704336
SENSOR_1,57.08,2026-05-05T02:01:13.704336
SENSOR_3,64.64,2026-05-05T02:01:43.704336
SENSOR_4,87.96,2026-05-05T02:02:13.704336
SENSOR_6,77.26,2026-05-05T02:02:43.704336
SENSOR_3,37.66,2026-05-05T02:03:13.704336
SENSOR_9,54.5,2026-05-05T02:03:43.704336
SENSOR_4,86.05,2026-05-05T02:04:13.704336
SENSOR_2,57.19,2026-05-05T02:04:43.704336
SENSOR_3,59.91,2026-05-05T02:05:13.704336
SENSOR_9,53.78,2026-05-05T02:05:43.704336
SENSOR_2,30.48,2026-05-05T02:06:13.704336
SENSOR_1,39.06,2026-05-05T02:06:43.704336
SENSOR_1,75.16,2026-05-05T02:07:13.704336
SENSOR_7,71.89,2026-05-05T02:07:43.704336
SENSOR_4,67.36,2026-05-05T02:08:13.704336
